place,code
Iyaafin,103101
Iyah-Gbede,261103
Iyak,510102
Iyaka,750106
Iyakiri,562103
Iyalamu,211108
Iyale,272101
Iyamoye,261103
Iyara,261103
Iyariya,480106
Iyatawa,822103
Iyatawu,822103
Iyawa,703101
Iyayi,742101
Iye,903101
Iyokiri,500103
Iza,610101
Izekwe,480105
Izene,260105
Izenyi,480108
Izuoya,511102
Izzge,601101
Izziakpo,480106
Izzilokwo,480101
J. Nasara,721101
Jabaliya,750101
Jabanni,710102
Jabba,743104
Jabdo,750101
Jaberen Jauro Auta,752106
Jabewo,750101
Jabga,850105
Jabiri,830101
Jabla,760102
Jabori,751106
Jabulam,602101
Jabulani,602103
Jabulu,121101
Jachi,823101
Jacita,912105
Jackbiri,569101
Jackmay,503101
Jada,641107
Jada,743104
Jada,861101
Jadori,752106
Jafigari,733101
Jafunawa,751106
Jaga,704101
Jagali,603103
Jagira,923102
Jagun,106101
Jagun,200109
Jagunna,112104
Jahun,720103
Jahuno,751106
Jaida Ii,903101
Jajeri,732105
Jajikoli,721101
Jajira,700105
Jajiri,752106
Jaka,750103
Jaki,603103
Jakkana,602104
Jalabi,710103
Jalingo,603103
Jalingo,6.60212E+89
Jalkatari,752105
Jalli,701101
Jallorawa,710103
Jallori,601105
Jalong,741104
Jama Are,923104
Jama Sa,705103
Jama Yan Turu,704101
Jama`are,751106
Jama`are,761118
Jama`aren Katagum,752105
Jama'a,810103
Jama-Agayan,961102
Jamaare,702103
Jamali,853101
Jamar Barde,711105
Jamar'a,703102
Jambu,824101
Jamda,740102
Jamigbe,905102
Jammaje,710104
Jamtari,641107
Jamyeri,601101
Jan Binni,872105
Jan Dutsi,872105
Jan Gari,733101
Jan Kanwa,961105
Janbu,112104
Janburi,751106
Jandutse,710104
Janfalan,812101
Jang,657101
Jang,933101
Jangargari,721101
Jangefe,710105
Jangefe,710104
Janguza,701102
Jani,823101
Janja,704102
Jankwata,922107
Janmaza,704102
Jan-Ruwa,832102
Janu,742104
Janyar,741104
Janzomo,860101
Jar Mawa,710102
Jaraku,923102
Jardade,760104
Jargaba,831101
Jar-Gaba,742101
Jarimawa,701104
Jariyaje,860102
Jarkasa,750101
Jarkasa,730102
Jar-Kuka,824103
Jarkum,760104
Jarmari,750101
Jarmawo,750105
Jaroji,710103
Jassai,824102
Jata,742101
Jataka,833102
Jatau,923104
Jato Mando,923104
Jaudi,720101
Jauro Siriki Sumaki,641110
Jawo,750105
Jawo Sanda,705103
Jaye,610106
Jeddo,330102
Jega Magaji,863101
Jegerawaji,611102
Jekegbene,562101
Jeli,903101
Jeli,710104
Jellorawa,710101
Jema,733101
Jemaku,923102
Jemuri,611101
Jenta,961102
Jere,600104
Jeree,610101
Jeri,272101
Jiba,831102
Jiba,824103
Jiba,824104
Jibawa,713102
Jibawa,822105
Jibbo,912105
Jibga,711104
Jibis,812101
Jibya,711105
Jibya,702105
Jidawa,720101
Jidda,960134
Jifatu,820103
Jigar,712104
Jigawa,742101
Jigawa,762103
Jigawa,705103
Jigawa,702102
Jigawa,704102
Jigawa,713105
Jigawa,823102
Jigawa,872105
Jigawa,923102
Jigawar Tsada,720101
Jigawa-Tirke,823103
Jigbodo,910101
Jigilawa,703102
Jigo,901101
Jigoron Kanawa,702102
Jigwa Isoho,903101
Jigwa Sabo,903101
Jigwada,961101
Jijitar,702102
Jikamshi,833101
Jikas,721102
Jikwai,961105
Jili,701102
Jilili,602102
Jimbinb,742104
Jimbum,743104
Jimi,742101
Jingino,721102
Jipal,932101
Jirago,712104
Jirdede,824102
Jirdede,824104
Jirgagu,742101
Jirima,733101
Jirja,823101
Jiruwa,830103
Jisai,712102
Jita,710104
Jiwa,900102
Jiya Zagi,912105
Jiyaiya,713103
Jobe,713102
Jobe-Kandawa,823104
Joben-Yamma,701104
Joda,702102
Jodade,703103
Jodu,802101
Jogana,702101
Jogowel,751106
John Holt,641107
Jol,931107
Jolle,762103
Jombo,760104
Jonde,760104
Jore,760102
Joroga,751106
Jowo Ese,211108
Juga,603103
Jugual,603103
Jugudu,750105
Jujjin,752105
Juko,760104
Jukuma,721103
Juli,701102
Juliahi,752105
Juma,710101
Juma,713101
Jumawa,833102
Jumbori,752105
Jundu,752105
Jungudori,752106
Jungwangwan,761118
Junju,860101
Juran Karama,811104
Juran Kari,811104
Jurara,751106
Jurga,841102
Jushin Waje,810103
Juwara,740102
Juya,733101
K. Dere,501103
K. Gada,923104
K/ Buda,843102
K/ Hodo,872105
K/bokun,913104
K/chana,841102
K/diribo,712103
K/fulani,721102
K/katanga,742103
K/sarki,841102
K/sumaila,712104
K/yunbu,702102
Ka Dangwaras,824102
Ka`el,750106
Ka'ajia,602104
Kaani,502102
Kaba,823103
Kabagiwa,703102
Kabalawa,830104
Kabal-Balum,612101
Kabanghaa,502102
Kabara,603107
Kabawa,860101
Kabegel,751106
Kabela,602101
Kabewa,602101
Kabi,903101
Kabikasa,903101
Kabo,704103
Kabo,923104
Kabobi,820103
Kaboji,923102
Kabomo,831101
Kabugu,961102
Kabuke,562101
Kabula,611105
Kabulawa,612101
Kabusu,961105
Kacha,720101
Kacha,922107
Kachachari,752106
Kachako,712103
Kachallaburari,601101
Kachallari,752106
Kachawun,750101
Kacheri,923104
Kachi,970101
Kachi,720101
Kachia,802101
Kachiyeli,743104
Kadabdu,752105
Kada-Buki,832102
Kadadi,843102
Kadafa,704105
Kadama,812104
Kadana,704105
Kadandani,822103
Kadangare,721101
Kadangaru,711105
Kadanya,822104
Kadanyu,802104
Kadassaka,843102
Kadawa,701103
Kadawa,700105
Kadawawa,720103
Kaddi,843102
Kademi,713102
Kadigana,710102
Kadira,731105
Kadisau,830102
Kadiya,743104
Kado,922107
Kadoma,720103
Kadomum,642103
Kadubba,861101
Kadumu,704102
Kafa,601101
Kafako,905102
Kafamai,702102
Kafanchan Mada,961102
Kafar,923104
Kaffa,843102
Kaffar Yamma,731101
Kafi,823104
Kafi,832102
Kafin Agur,711102
Kafin Banushe,733102
Kafin Chiroma,705102
Kafin Dalawa,710104
Kafin Dila,751106
Kafin Farin Ruwa,712103
Kafin Hardo,750105
Kafin Hausa,741103
Kafin Iya,743104
Kafin Labu,823103
Kafin Luman,742104
Kafin Madaki,742104
Kafin Madaki,721101
Kafin Maikomo,923101
Kafin Malamai,712101
Kafin Malami,713101
Kafin Sule,750101
Kafin Zaka,750101
Kafin-Baka,720103
Kafin-Chakuna,742101
Kafin-Mashi,820103
Kafin-Musa,741104
Kafin-Zaki,742101
Kafiremi,752106
Kafur,731107
Kafur,832103
Kag. Gabirawa,923101
Kagadama,820103
Kaganam,612101
Kagara,824105
Kagara,832103
Kagara,842105
Kagara Tsahuwa,923101
Kagarko,802104
Kagi,800108
Kagogi,913104
Kagon Kura,704101
Kagon-Burtu,823103
Kahe,824102
Kahodahanmu,903101
Kahutu,831102
Kaiama,569101
Kaibaki,824103
Kaibe,260105
Kaibo Mada,961101
Kaigama,750103
Kaigamari,610104
Kai-Kai,822102
Kaima,901101
Kaisawa Dole,752106
Kaisawan Yamma,752106
Kaita,820103
Kaiwa,710101
Kaiwar Kasa,872105
Kaiwar Sama,872105
Kajari,611104
Kajawai,752105
Kaje,611105
Kajekura,611105
Kaji Gboyako I,912105
Kajiji,851103
Kajola,371104
Kajola,251105
Kajola,112104
Kajola,202101
Kajola Camp,361103
Kajola Railway Station,112104
Kajuru Town,800105
Kakamu,704102
Kakari,703101
Kakau,800104
Kakkaki,750103
Kakuma,261103
Kakumi,831101
Kakurun,700105
Kalaba,569101
Kalabiama,503101
Kalabilema,562101
Kalajanga,743104
Kalajanga,760102
Kalakala,922107
Kalala,750101
Kalamboli,743104
Kalambu,710101
Kalanjeni,841101
Kalansanmi,824102
Kalanto,923102
Kalaoko,502102
Kalashi-Beach,464101
Kalbo Mada,961105
Kaleku,701101
Kalema,913104
Kalenbon,501101
Kaleri,602101
Kalgiri,752106
Kalgo,824101
Kalgo,862104
Kalgo,842106
Kaliel,871101
Kaliko,922107
Kalinowa,602101
Kalio -Ama,500103
Kalishen,770102
Kalizoram,602104
Kalla,601101
Kallah,800105
Kallah Oroba Island,562101
Kallo,260105
Kalmalo,843101
Kaloma,743104
Kalwa,612101
Kam,942102
Kam Bain,923101
Kama Otto,962102
Kamaku,751106
Kamaku,750103
Kambadea,657101
Kambari,923104
Kamfata,750101
Kamfawa,824101
Kami,832103
Kamikiri,562101
Kamo G.,903101
Kampala,920102
Kamri,822105
Kamuka,923101
Kamutu,923101
Kan Ashara,950101
Kana,961102
Kana,962102
Kanan,561101
Kanankogi,922107
Kanasuwe,641110
Kanawa,743104
Kanawa,705103
Kanawa,712102
Kanawa,700105
Kanawa,831101
Kanawa,832102
Kanda,824104
Kandare,961102
Kandawa,82016
Kandi,923104
Kandurawa,831101
Kandutse,704102
Kanfanin Kirya,922107
Kangarwa,612104
Kangere,740101
Kangi,872102
Kangire,721101
Kanguri,602102
Kaniyan,913104
Kanje,951103
Kankan,711105
Kankanki,812101
Kankanu,710104
Kankara,832102
Kankara,922107
Kankarawa,702103
Kanko,922107
Kankomi,832102
Kanon Haki,830102
Kansihio,970101
Kansuwa,700105
Kanta,713105
Kantama Baba,702103
Kanti,705101
Kantin Kwari Hausawa,922107
Kantoga,721101
Kantoma,932101
Kantsi,700105
Kanuyi,121101
Kanwa,711102
Kanwa,713105
Kanwa,922107
Kanwa Zango,704103
Kanya,750106
Kanya,733101
Kanya,704103
Kanya,832103
Kanyar,733101
Kanyi,933101
Kanzan,741103
Kanzo,903101
Kapa,903101
Kapamant,503102
Kapang,933101
Kara Makama,713103
Karachi,833101
Karaduwa,833102
Karagawan,601105
Karagba,260105
Karaguwa,602102
Karaku,901101
Karama,569101
Karama,705103
Karangiyar Sarki,860102
Karangiyare,704103
Karanjau,721103
Karar Tudu,704101
Karare,82016
Karare,822103
Karauwa,602102
Karawa,901101
Karawa,823103
Karawa,823102
Karaworo,264103
Karayan,752105
Karaye,863103
Karbana,962106
Kardi Gabas,860101
Kardi Tsakiya,860101
Kardi Yamma,860101
Kardu,923104
Karefa,710104
Karel,770102
Karemi,823103
Kareto,602101
Kareto Kanguri,602102
Karfawa,720102
Karfi,711101
Karfi,712103
Karfi,832101
Karganemi,752106
Kargo,750103
Kargo,720101
Kargo,733101
Karibia,602101
Karimbori,602101
Karinboa,602101
Karinbowa,602101
Karinowa,602103
Kaririwa,602101
Karitata,260105
Kariya,742104
Karkaka,923102
Karkari,704101
Karkarku,823104
Karkarku,824103
Karkarna,705102
Karma,923104
Karmami,702102
Karmanje U/bikka,830102
Karmatako,833102
Karmo Sabo,900102
Karmo Tsoho,900102
Karnawa,710103
Karnaya,720101
Karo,705103
Karo,700105
Karofi Yashi,701102
Karshi,900101
Karshi,733102
Karshi,705103
Kartakai,832103
Kartyo,981114
Karu,961105
Karu-Mada,961102
Karwai,733102
Karyo,860101
Kasada,903101
Kasaru,901101
Kashe,912105
Kashebo,800104
Kashemolo,903101
Kashiniguri,602101
Kaskindin,752105
Kasugula,610101
Kasuwa,742104
Kasuwa,260105
Kasuwan Magani,800105
Katagum,752105
Katamba,750105
Katami,853102
Katampe,901101
Katanga,742103
Katanga,720102
Katangar,720101
Katangare,720101
Katare,961105
Katarkawa,713105
Katati,923102
Katcha,912105
Katcha-Areda,912105
Katcha-Kudu,912105
Katcha-Yama,912105
Katewa,702101
Katika,732105
Katimari,712101
Katirje,751106
Katirje,733101
Katke,933101
Kato,940101
Katoge,832102
Katoge,833101
Katsale,703102
Katsalle,832102
Katsalle,830104
Katsayai,824104
Katsayal,824103
Katsinawa,751106
Katsinawa,710105
Katsinawa,704103
Katsinawa,824102
Katsinawan-Danhayi,742101
Katsinawan-Dingis,742101
Katsinawan-Tabula,742101
Kattgo,733101
Katuka,720102
Katuna,922107
Kaugama,730102
Kauji,601101
Kaukau,703101
Kaukoromo,923104
Kaura Dabi,733102
Kaura Mata,711102
Kauram,641101
Kaura-Minyo,852101
Kauranchi,700105
Kauru,811101
Kausani,713101
Kaushirowa,601101
Kautikare,601102
Kautikari,601102
Kauwa,602101
Kauya,642104
Kauyen-Gide,833101
Kawadashi,901101
Kawaje,703101
Kawara,860101
Kawara,863103
Kawara,352105
Kawaram,601101
Kaware,810102
Kawari,742101
Kawari,700105
Kawarin Malamai,824104
Kawaya,721101
Kawaya,721103
Kawaye,720101
Kawllam,733103
Kawo,721101
Kawo,702102
Kawo,712101
Kawo,712102
Kawo,713101
Kawo,923102
Kawon,642103
Kaworil,612101
Kawu,901101
Kawu,742104
Kawuiri,610104
Kaya,601101
Kaya,602101
Kaya,703103
Kaya - Kaya,750105
Kaya Gazara,733102
Kayarda,751106
Kayarda,811104
Kayarda,712103
Kayarda,950101
Kayauri,740103
Kayawa,823103
Kayel,742101
Kayi Panshekara,700104
Kayoju,121101
Kayor,811104
Kaza,611101
Kazaga,704102
Kazalewa,741103
Kazama,720101
Kazardawa,701103
Kazaure Chikingari,705101
Kazawa,702103
Kazo,704103
Kazoge,704101
Kazon,502102
Kazuk,933101
Kazurawa,713102
Ke,504102
Keana,951106
Kebba,905101
Kebbe,850105
Keeditan,200129
Keeto,211108
Kegiya,823103
Kekeno,752106
Kekere,260105
Kekura,951103
Kelle,872102
Kellumiri,610104
Kemmers Town,562101
Kenkoro,501102
Kenwikun,502102
Kenzuwa,603103
Kera,811108
Kera,712101
Kera,713102
Kera,700105
Kerawa,800101
Kere,502102
Kere Aje,250101
Kereru,121101
Keri,603103
Kesuwo,751106
Keta Fulani,862104
Keta Hausawa,862104
Ketare,832102
Ketti,843101
Kibangba,501103
Ki-Bawa,720103
Kibiya,710102
Kibiyare,851101
Kigbe,904105
Kijibta,823101
Kijim,741104
Kikan,642101
Kikumi,901101
Kila,721102
Kilari,743104
Kilbori,750103
Kiliya,733101
Kime Bassa,260105
Kimtaru,901101
Kimtin,603107
Kina,610106
Kinawa,610106
Kinchau,713105
Kindam,642103
Kingoe,612103
Kinkiamabugo,562101
Kinzagiraji,601101
Kira,833101
Kira,501102
Kirchubuwa,752105
Kirenowa,611105
Kirfi,743104
Kirfo,923104
Kiri,733103
Kiri,843102
Kirigupo,562101
Kirikakiri,562101
Kirindi,750101
Kiru,711105
Kirya,923104
Kiryoyi,833101
Kisanu,923104
Kita,733101
Kitikpomi-Bassa,260105
Kiyawa,720102
Kiyawa,701104
Kiyawa,702102
Kiyayo,762103
Kiyi,903101
Kiyi Basa,903101
Kiyi Ganara,903101
Kiyizhi,903101
Kizir,752105
Klama,960134
Kobchi,601101
Kobi,933101
Koda,904105
Koda,822104
Koda,823104
Kode Ukku,923104
Kodo,961102
Kodo,920102
Kodomti,642101
Koe-Imaso,121101
Kofa,711104
Kofa,822102
Kofa,961105
Kofar Kumburi,704102
Koffar Fada,731101
Kofin Moye,951103
Koga,712104
Kogari,833102
Kogga,752106
Kogo,901101
Kogo,711105
Kogo,712103
Kogo,830102
Kogo Kifi,923104
Koguna,702105
Koguo,200129
Koguram,733101
Kojiyo,842105
Kojola,121101
Kokai,703102
Kokani,863101
Kokiya,704102
Kokona,961102
Kokoshi,260105
Kokotawa,710103
Kokumto,642103
Kokutuko,824102
Kola-Ogbogbo,510102
Koli,750103
Koljiri,601101
Kolo,562103
Kolo,962106
Kolo Gbako,912105
Koloko,211108
Kolushin-Egboro,243105
Komfulata,760102
Komkom,502103
Komo,824105
Komo,824104
Kondi,761118
Kondo,830102
Konduga,610104
Kongho,562101
Kongolam,824102
Kongoro,742101
Kono,502102
Kontagora,923101
Konvah,960134
Konwan,923102
Kop,933101
Kop Mandarken,932112
Kopala,603103
Koploki,933101
Kopu,910101
Kor,933101
Korama,569101
Koranci,700105
Korau,705105
Korau,823102
Korawa,750105
Korayel,705105
Kore,752106
Kore,733101
Kore,741103
Kore Balatu,732103
Kore Mabbi,752105
Korede,601101
Kori Duwa,741104
Korikutila,602101
Korkari,704101
Koroboto,200109
Korogba,912105
Korogillum,601102
Korogillum A,601102
Korokoro,501102
Korokoro Luekun,502102
Koroma,501102
Korowan,502102
Korso,923104
Kosawa,711101
Kose,960134
Koshebe,600104
Koshebe,611104
Koshiworo,243105
Koso,211108
Kotarma,800104
Koton-Karfe,260105
Koya,702103
Koya,704102
Koyar,704101
Koyenti,751106
Koyoma,733101
Koyomi,601105
Koyori,601105
Koza,824102
Kpaa,502102
Kpabkanki Bassa,260105
Kpace,905102
Kpakiko,913104
Kpakpara Gakiya,260105
Kpakpazi,260105
Kpand Subi,912105
Kpandaragi-Kinpa,912105
Kpangbokiri,562101
Kpansia,569101
Kpanti,912105
Kpariku,260105
Kparumagi,243105
Kpataku,260105
Kpayi,243105
Kpeng,502102
Kpite,501102
Kpokpogri,330101
Kpokpplobi Bassa,260105
Kpong,502102
Kpor,501103
Kporgbor,501102
Kporoko,263106
Kpotun,243105
Kpotwa,243105
Krinbo,700104
Ksayarda Hausa,903101
Ksayarda Sabo,903101
Ktakariku-Gwari,260105
Kuam Sheng,603103
Kuba/maiyanga,932112
Kubarachi,711102
Kubau,811108
Kuberi,863103
Kubero,961102
Kubi,742104
Kuboa,601101
Kubodu,853102
Kubuku,603103
Kuburivu,601101
Kuburmbula,601102
Kubwa,901101
Kuchi,850105
Kuchibuyi,901101
Kuchin Pwele,910101
Kuchir Chiwa,702103
Kucikau,961105
Kuda,740102
Kuda,612103
Kuda,923104
Kudai,720101
Kudan,812104
Kudawa,750103
Kudi,871101
Kudi Jika,824102
Kudiri,642103
Kudiri,802104
Kudogi,912105
Kudokurgu,602103
Kudol,933101
Kudu,913104
Kuduban,752105
Kududu Fawa,700105
Kududufawa,733101
Kuduge,611101
Kudu-Owode,251105
Kuduru,901101
Kuduwo,751106
Kufan Agga,821103
Kufan Gwari,961102
Kufan Tambo,832103
Kufe,961105
Kugabo,823101
Kuguran-Sabuwa,733101
Kugwaru,961105
Kuhu,740102
Kuja Pada,903101
Kujera,742101
Kujore,121101
Kuka,762103
Kuka,712103
Kuka,703102
Kuka Kogo,863103
Kuka Tsaye,705103
Kukadi,752106
Kukana,702103
Kukar Kuturu,733101
Kukarsheka,832102
Kukawa,752105
Kukawa,842106
Kukayasku,752106
Kukayasku,732105
Kuki,711104
Kuku,703103
Kukuta,742101
Kula,106101
Kularida,905102
Kulehe,611101
Kulgure,705103
Kulishin,770102
Kullankasan,603103
Kulli,611105
Kuluki,710102
Kulukning,933101
Kulusku,752106
Kumalia,612101
Kumbo,702102
Kumbotso,700104
Kumi,720102
Kumigi,913104
Kumin,742104
Kumumuwa,823101
Kumurya,710103
Kumuye,822104
Kuna,742104
Kunamawa,821103
Kunbo,912105
Kunchi,703103
Kuncikinni,752106
Kundak,740102
Kundami,961102
Kundila,704102
Kundiya,752106
Kundum,740101
Kundun,710101
Kundurum,711102
Kungas,740102
Kungo,750103
Kungu,703101
Kunjinbar,740101
Kunkura,710101
Kunkurawa,713103
Kunliro,642103
Kunnawa,701101
Kunshama,711101
Kuntaru,824105
Kunte,923104
Kununu,741103
Kunya,702103
Kupau,912105
Kupayi,900101
Kupti,602104
Kura,711101
Kurabau,822103
Kuraje,822104
Kuraku,832103
Kurana Bassa,610106
Kuranbanin,733101
Kurar Mota,883101
Kurayai,705103
Kuraye,822103
Kurba,750105
Kurba Gayi,603103
Kurchi,824102
Kurdula,841102
Kurdum,740102
Kure,710102
Kure Ken,700104
Kurfeji,823104
Kurfi,821103
Kurgungun,733101
Kurido,712103
Kurikyo,950101
Kurin Gafa,832103
Kuringaja,832101
Kurize,960134
Kurje,603107
Kurket,705103
Kurkujan,833101
Kurma,702103
Kurman Daura,961105
Kurman Runa,705103
Kurmi,832103
Kurmin Gafa,832101
Kurmin Jau,812101
Kurmin Kogi,812101
Kurmin Shinkaf,961102
Kurmin Yan Daddawa,832101
Kurmiyal,82016
Kurnawa,612103
Kurneji,705103
Kurneji,824101
Kurni,831101
Kuro,702103
Kurogbaba,562101
Kuru,702103
Kuru,833101
Kuru,962106
Kuru Wat,940101
Kuruama,503101
Kuruh Lagai,940101
Kurum Dodo,741104
Kuruma,503101
Kurumin Daudu,901101
Kurun Kudu,863103
Kuruno-Kayar,601105
Kuruwa,352105
Kuruwala,740101
Kurwala,740101
Kurya,860102
Kusa,923104
Kusaba,700104
Kusada,822102
Kusaki,900101
Kusaki,903101
Kusogi,243105
Kusoti,912105
Kutada,903101
Kutai,922107
Kutama,704101
Kutara,905102
Kutara,800105
Kutasa,900101
Kute,901101
Kuthi Dika,603103
Kutigbari,912105
Kutil,702101
Kuttu,733101
Kutudibi,910101
Kutugu,741103
Kutunas,752106
Kutunibo,903101
Kutunku,922107
Kutunkwaci,922107
Kutuop,903101
Kuture,961102
Kututture,824104
Kuwang-Fung,933101
Kuyamutsa,810102
Kuyan Ta Inna,700104
Kuyan Tasidi,700104
Kuye,923104
Kuyere,912105
Kwabapale,657101
Kwabirshawa,830102
Kwabo,923104
Kwabula,981114
Kwabwure,901101
Kwachehuro,841101
Kwadage,733101
Kwadage,824102
Kwadari,750101
Kwaddam,752106
Kwadiya,720101
Kwaftara,750101
Kwaga,800108
Kwago,905102
Kwagu,603103
Kwagwar,702101
Kwai,830102
Kwaida Tsoho,904105
Kwaido,861104
Kwaimawa,720101
Kwaita Sabo,904105
Kwajalawa,700105
Kwajali,733103
Kwajali,701104
Kwake,503102
Kwaku,903101
Kwakwa,905102
Kwakwa Goro,260105
Kwakware Sheme,830102
Kwakwashi,702102
Kwakwazo,842105
Kwalada,910101
Kwalangwadi,742101
Kwale,642103
Kwali,904105
Kwalia,657101
Kwamarawa,703101
Kwamba,910101
Kwami,760102
Kwami,704101
Kwami,701103
Kwan Gwara,721101
Kwanarya,733101
Kwanda,720102
Kwandako,721102
Kwandawa,751106
Kwandawa,703102
Kwanga,870104
Kwanjamaawa,720103
Kwankamari,751106
Kwankashe,910101
Kwankwagi,922107
Kwankwaso,711102
Kwanta Kwaram,831101
Kwanyawa,705103
Kwanza,960134
Kwaphur,940101
Kwapkuwa,940101
Kwapuke,642101
Kwara,741104
Kwaragi,922107
Kwarambe,923104
Kwarare,705103
Kwarare,352105
Kwardun,603103
Kware,811101
Kware,821103
Kwargaba,842101
Kwari,721101
Kwari,812101
Kwari,713103
Kwari,82016
Kwarin Kalgo,705102
Kwarin-Kudi,824104
Kwarin-Malamai,824104
Kwari-Nonori,602101
Kwarkiya,702103
Kwarko,721102
Kwarma,843102
Kwarra,950103
Kwas,712101
Kwas,713101
Kwasallo,810102
Kwasamawa,824105
Kwasan Kwami,702101
Kwasarawa,824103
Kwassam,811101
Kwata Chedu,922107
Kwatakware,812103
Kwatara,610106
Kwathaung,603103
Kwatsatsa,705103
Kwatya,823101
Kwawa,502102
Kwaya Kusar,603103
Kwayamri,752105
Kwayine,642103
Kwazari,860102
Kwazgara,860102
Kwelu,260105
Kwi,931107
Kwidawa,701101
Kworaki,260105
Kyaberi,713103
Kyadawa,843102
Kyana,742101
Kyanu Bassa,260105
Kyaran,720101
Kyaran,700105
Kyarmanya,822105
Kyarmi,863101
Kyasora,733101
Kyasuwa,863103
Kyauta,703101
Kyawu,905102
Kyesu,743104
L/kwagwar,702101
Laadi,981114
Labani,853102
Labarya,770102
Labayo,770102
Labeke,770102
Labi,832102
Labije,923102
Labwor,933101
Lachuce,950101
Ladaba,106101
Ladan,702103
Ladan,830102
Ladari,752105
Ladari,602101
Ladaya,962106
Ladega,106101
Ladegbuwa,121101
Ladesura,121101
Ladi,121101
Ladimakole,713105
Ladiya,731105
Laduka,770102
Lafia,750105
Lafia,720101
Lafia Yaba,905102
Lafiya,903101
Lafiya,742104
Lafiya,743104
Lafiya,750103
Lafiya,603103
Lafiya,721101
Lafiya,721102
Lafiya,712103
Lafiya Gwari,903101
Lafiyagi,912105
Lafiyagi,913104
Lafiyan Sara,741104
Lafiyari,752106
Lafiyari,740102
Lafiyaru,750106
Lafiyaru,820103
Lafiyawo,762103
Lafsu,710101
Lafu,910101
Lafujagi-Saba,912105
Lafyagi Kuli,912105
Lagada,243105
Lagbondoko Area,211108
Lagga,860101
Lago,960134
Lago To Gabas,742104
Lagor,933101
Lagos-Ochi,270101
Lahuce,950101
Laika,733101
Laini,704102
Lajada,603107
Lajawa,713101
Lajinga,842106
Lakenturum,770102
Lakumji,770102
Lakushi,940101
Lakwa,961105
Lakwaya,704101
Lalagbene,561102
Lalaini,820103
Lalaipido,770102
Lambar Rimi,822103
Lambara,851103
Lambata,904105
Lambu,750103
Lambu,701103
Lamido,831101
Lamiga,903101
Lamija,106101
Lamin Kwoi,711105
Lamingan Janjala,961102
Lamintani,832101
Lamire,712101
Lamlam,602101
Lamurde,642104
Lamuregun,200109
Landan,933101
Langa,762103
Langbin,200129
Langel,701103
Langi,960134
Langwami,712103
Lanlegi,243105
Lanto,903101
Lanyaling,642103
Lapai Bassa,260105
Lapan,770102
Lapara,120101
Laraba,720101
Larabawa,702102
Larau,713102
Lariski,752106
Lariski,602103
Lariski,602101
Lariye,751106
Lasadar,770102
Lasaniya,260105
Lasanjang,770102
Lasasap,770102
Lashikoldok,770102
Latatar,770102
Latoro,121101
Latugun,120101
Latula,211108
Latunji,200129
Latur,770102
Lausu,710102
Lautai,733101
Lauyou,761118
Lavaba,940101
Lavaski,602101
Lawani,601105
Lawanti,600104
Lawishi,770102
Layasakalak,770102
Layi,602101
Layi Lughu,657101
Layin Ministra,832101
Layin-Bagudu,832103
Layin-Makera,832103
Layratti,602104
Lazgi Yissa,243105
Lazuru,811104
Leda,904105
Ledor,501102
Lekun,912105
Lemaru,705103
Lemo,824103
Lenuwa,121101
Lere,811104
Lerin,112104
Lesga,603103
Lessel,981114
Lewe,501103
Liala Hausawa,922107
Liama,562101
Liba,863103
Libata,870104
Libere,800105
Ligakiri,503101
Ligge,750106
Liguda,961105
Likefu,243105
Likosi,121101
Likune,657101
Likyaule,923102
Liman,760104
Liman Katagum,740102
Limana,700104
Limankara,610106
Limanti,611104
Limawa,720101
Limawa,713105
Limbur,602101
Lirna`a,742103
Lisa,121101
Lishan,933101
Ljela,705103
Location,562101
Lodiyo,752105
Logamani,611102
Logoji Gogo,260105
Lokjogoma,922107
Loko,652102
Lokodisa,610106
Lokodu,202101
Lokogoma,961102
Lon Goebou,940101
London Okobia,330101
Longvel,940101
Loro,740103
Lorre,502102
Losi,121101
Loslari,611104
Losoe Sogbo,502102
Lower Orashi River,510102
Loyo,121101
Lubara,502102
Luboye,106101
Lubu,742104
Luda,740102
Luebe,502102
Lugbose,110109
Lugga,824103
Lugge,740102
Luggere,741104
Luka,703103
Lumbu,742101
Lungu,810102
Lungu,710105
Lungu,851103
Luntun-Gabas,742101
Luntun-Yamma,742101
Lupanga,642103
Lusa,741104
Lusa,741101
Lushi,741101
Lushi,740102
Luva,610106
M. Bnuda Sadau,923101
M. Buda Sadau,923101
M. Mastari,610101
M. Tsdo,923104
M/adamu,923101
M/bisallah,923101
M/kambari,923104
M/kankara,832101
Ma' Afa,611104
Ma Aji Vel,933101
Ma Tangile,601101
Maaji Mashingin,923101
Mabai,751106
Mabokubu,562101
Machanguwa,752105
Machika,823101
Machika,830104
Machiya,810103
Macinawa,823103
Macufa,870104
Mada,762103
Madabe,721103
Madachi,710102
Madaci,710101
Madaddaga,824102
Madagwa,950101
Madaka,732103
Madaka,824104
Madakanchi,721101
Madakin Awe,951103
Madakiri,750101
Madalla,910101
Madalla Gwari,260105
Madana,732105
Madangala,733101
Madarin,713105
Madatta,903101
Madawa,702103
Madawa,823103
Madawa,843102
Madegi,922107
Madilmo,750105
Madobi,720101
Madobi,711102
Madobi,712102
Madobi,824101
Madobi,832102
Madogara,82016
Maduga,720103
Madugu,910101
Madugwu,981114
Madunka,822103
Mafa - Nguranna,611104
Mafa Abbari,611104
Mafi,601101
Mafogunde Kekere,106101
